coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Mon Sep 13 07:37:20 +0000 2021,lwów lem roklema,https://twitter.com/lwowskibaciar/status/1437319472310784001/photo/1,,56,1437319472310784001,,,,pl,,false,,14,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","13 września 1921 roku urodził się Stanisław Lem. Dla lwowiaków pisarz niezwykle ważny, jego Wysoki Zamek był jedną z pierwszych książek w PRL wspominających Lwów. Nazwa miasta w niej nie padła, ale tytuł mówił wszystko. A wy z jaką książka kojarzycie Lema?

#lwów #lem #roklema https://t.co/oPRYhcFfIB",https://twitter.com/lwowskibaciar/status/1437319472310784001,Tue Jul 18 05:34:32 +0000 2017,887183787137912832,false,"Piszę o najpiękniejszym mieście na świecie🦁

https://t.co/Jx0kKN3XRw",3950,3878,318,4,Lwów,Lwowski Baciar,lwowskibaciar,1669,,,false
,Mon Sep 13 10:12:00 +0000 2021,,,,0,1437358393468018692,,,,pl,,,,3,1437353865557553154,RadiowaDwojka,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","100 lat temu na świat przyszedł Stanisław Lem.
Dwójka świętuje tę rocznicę przez cały tydzień, a nawet dłużej!
12:45 Zapiski ze współczesności (pn.-pt.) – ""Mój Lem"", 
15:00 Literacka sjesta (pn.-pt.) „Solaris"" czyta Piotr Fronczewski
21:30 Wszystkie gatunki Lema – Lwowianin https://t.co/O2saszw21n",https://twitter.com/agadyczkowska/status/1437358393468018692,Wed Dec 09 08:27:27 +0000 2020,1336588203537666048,false,"""Powiedz, skąd u Ciebie taki spokój, gdy zapałkę znów Ci gasi deszcz, tak na raz ?""",6316,20,316,0,Warszawa,AgaDyczkowska,agadyczkowska,377,,,false
,Mon Sep 13 08:34:34 +0000 2021,,,,0,1437333872258260992,,,,pl,,,,12,1437330206595772417,Historia_PR,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Była tu i najgłębiej osobista niechęć do powrotów do spraw najstraszniejszych (w 1941 roku Lem znalazł się w grupie Żydów zmuszonych przez Niemców do wynoszenia zamordowanych z więzienia ""Brygidki""), była i próba niewskazywania na swoje żydowskie korzenie. https://t.co/O9PohOfeh7",https://twitter.com/polskieradiopl/status/1437333872258260992,Wed Nov 21 11:49:07 +0000 2012,962252628,false,🏛️ https://t.co/K1nOx4ijL8 📲 Aplikacja https://t.co/0H1gIjJaC4 🎧YouTube https://t.co/4XXbmShOkP 📸Instagram https://t.co/aW1VN2d2nX…,9540,32000,727,180,Polska,Polskie Radio,polskieradiopl,120896,,http://www.PolskieRadio.pl,true
,Mon Sep 13 11:22:05 +0000 2021,,,,1,1437376029170020352,AgaHerrmann,1437315051610836992,1273177650,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@AgaHerrmann @SpodLasku A po wojnie Lem napisał tam Solaris i nie tylko.,https://twitter.com/SrogiJeniec/status/1437376029170020352,Mon Aug 26 15:24:57 +0000 2019,1166008524826120192,false,"Nie biorę jeńców, połykam w całości.",31267,523,2411,0,,SJ,SrogiJeniec,9469,,,false
,Mon Sep 13 10:07:41 +0000 2021,,https://twitter.com/PWr_Wroclaw/status/1437357306585526276/photo/1,https://wroclaw.tech/100-lat-lema,9,1437357306585526276,,,,pl,,false,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","100 lat temu urodził się Stanisław Lem, a 40 lat temu został doktorem honoris causa PWr. 

Jeśli chcecie dowiedzieć się, jak świętujemy tę podwójną rocznicę, albo jakim samochodem jeździł pisarz, zajrzyjcie tutaj: https://t.co/mn79xwOfTK

Fot. Jerzy Hutnik. https://t.co/VvbaIbhRI0",https://twitter.com/PWr_Wroclaw/status/1437357306585526276,Tue Feb 14 08:37:28 +0000 2012,492032491,false,"Politechnika Wrocławska/Wroclaw University of Science and Technology. Member of @Unite_tech_univ
#najlepiejPWr #wrocławtech",16081,8234,282,89,"Wrocław, Polska",Politechnika Wrocławska,PWr_Wroclaw,20694,,http://pwr.edu.pl,false
,Mon Sep 13 08:44:58 +0000 2021,,,https://wszystkoconajwazniejsze.pl/marcin-jakubowski-lem-czlowiek-renesansu/,0,1437336489076080641,,,,pl,,false,,14,1406662518093799428,jakmarcin,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Kilka słów o Lemie z mojej osobistej perspektywy. https://t.co/QdEazm4b7M,https://twitter.com/Najwazniejsze/status/1437336489076080641,Tue Dec 24 20:32:47 +0000 2013,2260681322,false,"Magazyn opinii ""Wszystko Co Najwazniejsze"" pod red. prof. Michała Kleibera. Jesteśmy w EMPIKAch, dobrych księgarniach i wysyłkowo➡️: https://t.co/ZMf3sGf7Dc",5457,19685,10404,124,"Warszawa, Polska",Wszystko Co Najważniejsze,Najwazniejsze,32557,,http://www.wszystkoconajwazniejsze.pl,false
,Mon Sep 13 09:43:43 +0000 2021,,,,0,1437351275264364547,,,,pl,,,,1,1437310548807462915,LemaInstytut,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dziś prawdziwa 100 rocznica urodzin Lema! Wczoraj frekwencja na festiwalu przerosła nasze najśmielsze oczekiwania. Lem pisał, że ""Nic się teraz nie starzeje tak szybko, jak przyszłość"". Dlatego o tej przyszłości chcemy mówić. Bądźcie z nami dziś, jutro. To nasze wspólne święto! https://t.co/XTWGSVGkFj",https://twitter.com/szym_tom/status/1437351275264364547,Wed Sep 25 17:43:26 +0000 2013,1904903574,false,#creativecollaboration | https://t.co/T4XcKffxa7 | #Łemko | #Polkowice | Oszczędzaj chaos,135395,630,1482,41,,Tomasz Szymanski 🇺🇦,szym_tom,12513,,http://beginningagency.com,false
,Mon Sep 13 08:43:09 +0000 2021,,,,1,1437336035361447937,RZPQ_67,1437334462002520064,883032825670377500,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@RZPQ_67 Właśnie wiem, ale tym razem była zabawa w ciekawostki ""na lekko"" i ""na popularno"", zresztą poważne artykuły już popełniono na culture, ja chciałabym powiedzieć, że nie taki Lem ""poważny"" jakim go chwilami malują. 😉",https://twitter.com/w_sercu_ksiazki/status/1437336035361447937,Sun Jan 12 10:46:36 +0000 2020,1216310448380874752,false,"Porozmawiajmy o ciekawych książkach i serialach, kulturowych nowinkach oraz czytelniczych obyczajach!🧡📖💚📚",34655,664,277,4,Poland,W sercu książki,w_sercu_ksiazki,2804,,http://w-sercu-ksiazki.blogspot.com/,false
,Mon Sep 13 10:28:21 +0000 2021,,,https://wpolityce.pl/kultura/566097-setne-urodziny-stanislawa-lema-patrona-roku-2021,13,1437362507824484355,,,,pl,,false,,3,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","100 lat temu urodził się Stanisław Lem – pisarz, futurolog, filozof, patron roku 2021. ""Jeden z najwybitniejszych polskich prozaików"" https://t.co/b4ZOXXuiyF",https://twitter.com/wPolityce_pl/status/1437362507824484355,Wed Jun 09 13:54:54 +0000 2010,153802461,false,Najsilniejszy portal po stronie prawdy. Uczciwy punkt widzenia. Zapraszamy!,326,162589,1258,515,Polska/Poland,wPolityce.pl,wPolityce_pl,196641,,http://www.wPolityce.pl,false
,Mon Sep 13 09:10:56 +0000 2021,,,,0,1437343026330877952,,,,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",100 lat temu urodził się Stanisław Lem,https://twitter.com/sosnowskimarek/status/1437343026330877952,Sat May 07 20:35:32 +0000 2011,294813675,false,"filozof, autor, typograf, lider kulturalny, człowiek pełną gębą
@clowiek",849,136,528,3,"Wrocław, Polska",@clowiek,sosnowskimarek,5599,,http://fb.com/clowiekmm,false
,Mon Sep 13 09:09:19 +0000 2021,RokLema,,http://m.in,0,1437342618841763849,,,,pl,,false,,4,1436990056108003336,MK_Krawczyk,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#RokLema 

Na @Najwazniejsze o Lemie piszą, https://t.co/FmybZM1JFR. Peter SWIRSKI, Maciej JAKUBOWSKI, Nicholas RUDDICK, Paul GRIMSTAD, Simon INGS: 

🔴 https://t.co/aHh3tTk4gr 

Specjalny dodatek o Lemie można znaleźć w 30 numerze „Wszystko Co Najważniejsze” https://t.co/MZELan7t2w",https://twitter.com/YarlYOMSBORG/status/1437342618841763849,Mon Jun 03 07:10:12 +0000 2013,1479082987,false,"The truth is where the truth is, not belong to anyone. Only the truth is interesting
RTit isn't endorsment I have dyslexia
14/5000",346196,1075,4972,7,Poland,YarYamsborg,YarlYOMSBORG,301891,,,false
,Mon Sep 13 07:58:10 +0000 2021,,,https://twitter.com/lwowskibaciar/status/1437319472310784001,1,1437324714071007234,,,,pl,,false,1437319472310784001,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","W Krakowie mówi się, że Lem, by nie nagabywano go o podpisanie haniebnej rezolucji pisarzy krakowskich w sprawie procesu Kurii Biskupiej w Krakowie, uciekł z miasta. https://t.co/jZOPfoXpFu",https://twitter.com/nielubiegazety2/status/1437324714071007234,Mon Nov 23 07:04:00 +0000 2009,91955637,false,"Lasciate ogni speranza, voi ch'entrate.
Strefa wolna od wariatów i sekt, zatem no DM. 
Nie wybieram między spełnioną hołotą z Czerskiej i niespełnioną z NOP.",270,1739,708,25,Óć,nielubiegazety2,nielubiegazety2,57033,,http://nielubiegazety2.blogspot.com/,false
,Mon Sep 13 09:41:58 +0000 2021,,,,0,1437350835399188482,,,,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@HEL14NTHUS lem😭😭 tysm!!,https://twitter.com/LXST_Technopig/status/1437350835399188482,Sun Sep 20 19:51:50 +0000 2020,1307769416600317952,false,"This account will be archive of all of my art dedicated to Technoblade.
Love you forever pig man.
Moved to @LX_StarThief ⚠️MULTIFANDOM⚠️",8255,7936,151,97,any pronouns+knight/knightself,.LEXA miss technoblade,LXST_Technopig,13694,,https://ko-fi.com/starbladexx,false
,Mon Sep 13 09:42:21 +0000 2021,,,,0,1437350932602314753,,,,pl,,,,3,1437343844731957249,wydlit,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","„Stanisław Lem. Wypędzony z Wysokiego Zamku” - kompletna biografia genialnego pisarza napisana przez Agnieszkę Gajewską. Po raz pierwszy wiele tajemnic i zagadek Lema zostanie rozwikłanych. Bez kompromisów, bez przemilczeń. Premiera 10 listopada. Okładka: Przemek Dębowski. https://t.co/doJv7DXmyh",https://twitter.com/milewskakasia1/status/1437350932602314753,Thu Mar 28 14:20:05 +0000 2019,1111271748144689153,false,,560,58,431,0,,Katarzyna Milewska,milewskakasia1,578,,,false
,Mon Sep 13 11:43:24 +0000 2021,,,,0,1437381393378652163,,,,pl,,,,36,1436947108947431426,LemaInstytut,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","W akcie urodzenia Lema widnieje data 12 września 1921. Formalnie to równo 100 lat temu urodził się Lem! Dziś mamy wielki zaszczyt udostępnić Państwu statuetkę im. S. Lema ""Planeta Lem"" która począwszy od tego roku będzie wyróżniała wielkich. Więcej: https://t.co/kD34S88cKD https://t.co/62MRZQHNJw",https://twitter.com/pioterandre/status/1437381393378652163,Thu May 05 13:01:06 +0000 2016,728207894903148544,false,Ostrożnie z sercem na dłoni. Niektórzy mogą je uważać za poduszeczkę do wbijania szpilek. - Jim Morrison #TheDoors #DŻEM #ACDC #HABAKUK,345231,2413,2330,9,"Białystok, Polska",piotrek 🇵🇱🇪🇺🌍♿⚡#silnirazem,pioterandre,114247,,,false
,Mon Sep 13 11:16:33 +0000 2021,,,,0,1437374639261552646,,,,pl,,,,3,1437362507824484355,wPolityce_pl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","100 lat temu urodził się Stanisław Lem – pisarz, futurolog, filozof, patron roku 2021. ""Jeden z najwybitniejszych polskich prozaików"" https://t.co/b4ZOXXuiyF",https://twitter.com/tadekbiel/status/1437374639261552646,Wed Dec 19 21:16:36 +0000 2018,1075500168768831493,false,,103944,684,1080,2,,Tadekbiel,tadekbiel,77754,,,false
,Mon Sep 13 11:07:42 +0000 2021,Krakow,,,0,1437372409301057541,,,,pl,,,,23,1437351614420066305,RPerezChaves,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Stanislaw Lem &amp; Barbara Leśniak &amp; their dogs outside their home in #Krakow in 1999, portrait by Witold Górka / Forum #lostintarkovsky #solaris
thanks @lunarscp @culture_pl https://t.co/hjQBegjRb3",https://twitter.com/www_caressa_it/status/1437372409301057541,Wed Oct 02 23:57:54 +0000 2013,1928642378,false,"Formerly: #maths, quant, dev;
Currently: #software PM, QA;
Also: #PopularScience #ComputerScience #AnalyticalMechanics",12304,484,1181,20,,Paolo Caressa,www_caressa_it,21004,,https://mathstodon.xyz/@paolo_caressa,false
,Mon Sep 13 08:14:44 +0000 2021,,,,0,1437328881183248384,,,,pl,,,,40,1437073798403067909,lwowskibaciar,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Na domu Stanisława Lema powieszono tablice. Światowej sławy pisarz i cytat ""jestem lwowaninem i lwowianinem do śmierci pozostanę."" Nie dodano nic o 🇵🇱 i dalszej części jego słów ""narody to nie szafy, by je przesuwać"". Nie podoba mi się to, więc 📷 domu bez tablicy.

#lwów #lem https://t.co/58selcNi6b",https://twitter.com/WitoldGa/status/1437328881183248384,Sun May 10 19:05:58 +0000 2015,3245232227,false,"Omnes Sancti et Sanctae Dei, intercedite pro nobis!",91614,495,962,10,Polska,Witold Ga,WitoldGa,32769,,,false
,Mon Sep 13 09:36:43 +0000 2021,RokLema Lem,,https://miesiecznik.forumakademickie.pl/czasopisma/fa-7-8-2021/tytul-artykulu-2,5,1437349514223013888,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#RokLema 
Na science fiction Stanisław #Lem był od początku kariery wręcz skazany. Tym niemniej w pewnym okresie próbował porzucić ten gatunek na rzecz literatury realnej, realistycznej, tzw. normalnej – pisze prof. Jolanta Tambor z @USinKatowice 

https://t.co/FFUpg3hMbi",https://twitter.com/ForumAkad/status/1437349514223013888,Tue Apr 23 18:50:05 +0000 2019,1120761779225866241,false,"Ogólnopolski miesięcznik informacyjno-publicystyczny adresowany do środowiska akademickiego. Ukazuje się od 1991 r. (na początku jako „Przegląd Akademicki"")",675,3556,1285,11,"Lublin, Poland",Forum Akademickie,ForumAkad,2013,,http://www.forumakademickie.pl,false
,Mon Sep 13 10:05:40 +0000 2021,Lem RokLema,,,0,1437356800278417410,,,,pl,,,,8,1436977267570352131,InstytutKsiazki,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Stanisław #Lem obchodziłby dziś swoje setne urodziny.

#RokLema już za półmetkiem. Wiele się z tej okazji dzieje w całej Polsce. Ale dzisiejszy dzień to doskonała okazja, żeby po prostu przypomnieć sobie ""Solaris"", ""Cyberiadę"" czy ""Dzienniki gwiazdowe""! 🤖📖 https://t.co/BKKvFtSN1R",https://twitter.com/MacorFilarska/status/1437356800278417410,Sat Oct 26 06:32:55 +0000 2013,2156255612,false,Traductrice littéraire - Ecrivain- Chercheur en littératures comparées : Le monde slave et l'Occident. Domaine Europe centrale - Docteur ès lettres - Sorbonne -,2282,131,654,0,France,Macor-Filarska,MacorFilarska,2898,,,false
,Mon Sep 13 11:03:39 +0000 2021,,,,0,1437371390836056066,,,,pl,,,,2,1437371076510633985,polskieradiopl,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","W 1974 roku Stanisław Lem mimowolnie i nieświadomie stał się bohaterem szpiegowskiej awantury rozpętanej przez pisarza Philipa K. Dicka. U jej źródeł były zaburzenia psychiczne i narkotyki, lecz także pragnienie pieniędzy i sławy oraz absurdy PRL⤵️
https://t.co/CtF5GmsQbx",https://twitter.com/WaitsTw/status/1437371390836056066,Tue Apr 28 06:31:19 +0000 2015,3215935997,false,"Aktualny stan w Polsce mi nie odpowiada.

Widzisz przedstawienie, a nie widzisz rzeczy.",174626,7945,5859,23,,Tom Wait,WaitsTw,163855,,,false
,Mon Sep 13 12:14:36 +0000 2021,StanislawLem,,,0,1437389248185962501,,,,pl,,,,1,1437343942253613068,Archiwa,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","100 lat temu urodził się #StanislawLem, wybitny przedstawiciel fantastyki naukowej, pisarz-futurolog, felietonista, filozof, którego twórczość zaliczana jest do kanonu światowej literatury SF. 

Zobacz wirtualną wystawę Archiwum Głównego Akt Dawnych: https://t.co/2R5ii9Sl3n https://t.co/yJbRLFiKfP",https://twitter.com/A_Bienkowski/status/1437389248185962501,Mon Apr 06 19:27:05 +0000 2020,1247244300452270080,true,,12594,15,30,0,"Warszawa, Polska",Andrzej Bieńkowski,A_Bienkowski,9588,,,false
,Mon Sep 13 10:03:34 +0000 2021,,,,0,1437356269371863046,,,,pl,,,,3,1437343844731957249,wydlit,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","„Stanisław Lem. Wypędzony z Wysokiego Zamku” - kompletna biografia genialnego pisarza napisana przez Agnieszkę Gajewską. Po raz pierwszy wiele tajemnic i zagadek Lema zostanie rozwikłanych. Bez kompromisów, bez przemilczeń. Premiera 10 listopada. Okładka: Przemek Dębowski. https://t.co/doJv7DXmyh",https://twitter.com/VAND3RGRAFF/status/1437356269371863046,Sun May 09 09:39:37 +0000 2021,1391326943186935809,false,:))),14,6,203,0,,Mateusz Miś,VAND3RGRAFF,2,,,false
,Mon Sep 13 11:55:08 +0000 2021,,,,12,1437384347552784387,,,,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Jakoś przegapiłem informację, że Lem urodził się 13 września, tylko w metryce wpisano mu 12, bo feralna liczba...",https://twitter.com/JerzySkoczylas/status/1437384347552784387,Fri Jan 23 08:55:36 +0000 2015,2993815113,false,"Nie jestem tym wrocławskim JS z dawnej ""Elity""!
Lubię reformy Balcerowicza. Nie lubię tych, którzy nie lubią tych reform. Żeby nie było, że nie wiedzieliście.",31528,7996,761,32,"Kraków, Polska",Jerzy Skoczylas,JerzySkoczylas,75874,,,false
,Mon Sep 13 08:41:32 +0000 2021,,,,0,1437335627075407876,,,,pl,,,,12,1437330206595772417,Historia_PR,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Była tu i najgłębiej osobista niechęć do powrotów do spraw najstraszniejszych (w 1941 roku Lem znalazł się w grupie Żydów zmuszonych przez Niemców do wynoszenia zamordowanych z więzienia ""Brygidki""), była i próba niewskazywania na swoje żydowskie korzenie. https://t.co/O9PohOfeh7",https://twitter.com/KWyszkowski/status/1437335627075407876,Mon Jun 20 06:58:21 +0000 2011,320616717,false,"Założyciel Wolnych Związków Zawodowych Wybrzeża.
Twórca hasła ""Solidarność""",485,32943,396,159,Sopot,Krzysztof Wyszkowski,KWyszkowski,186968,,http://wyszkowski.com.pl,false
,Mon Sep 13 07:54:50 +0000 2021,,,,0,1437323873297514496,,,,pl,,,,14,1437319472310784001,lwowskibaciar,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","13 września 1921 roku urodził się Stanisław Lem. Dla lwowiaków pisarz niezwykle ważny, jego Wysoki Zamek był jedną z pierwszych książek w PRL wspominających Lwów. Nazwa miasta w niej nie padła, ale tytuł mówił wszystko. A wy z jaką książka kojarzycie Lema?

#lwów #lem #roklema https://t.co/oPRYhcFfIB",https://twitter.com/LudwikOlczyk/status/1437323873297514496,Wed Nov 28 16:53:56 +0000 2012,976527853,false,"Potłuczony życiowo, ale jeszcze niedobity optymista. Nieco przerażony stanem debaty publicznej w Polsce. Lubię jak ludziom dobrze się wiedzie.",87089,1631,3655,23,"Łódź, Rzeczypospolita Polska",Ludwik Olczyk🇵🇱💯,LudwikOlczyk,133331,,http://forum.rodygrodzienskie.pl,false
,Mon Sep 13 11:43:15 +0000 2021,,,,0,1437381355294400515,,,,pl,,,,36,1436947108947431426,LemaInstytut,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","W akcie urodzenia Lema widnieje data 12 września 1921. Formalnie to równo 100 lat temu urodził się Lem! Dziś mamy wielki zaszczyt udostępnić Państwu statuetkę im. S. Lema ""Planeta Lem"" która począwszy od tego roku będzie wyróżniała wielkich. Więcej: https://t.co/kD34S88cKD https://t.co/62MRZQHNJw",https://twitter.com/Malena08910991/status/1437381355294400515,Thu Jul 08 23:47:57 +0000 2021,1413283600468951042,false,Art • Poetry • Jazz • Photo • Tennis ~ and a little bit of politics…,27465,1850,1847,2,Kraków ,MaLena 8 💫,Malena08910991,15301,,,false
,Mon Sep 13 09:34:57 +0000 2021,,,https://krytykapolityczna.pl/kultura/czytaj-dalej/orlinski-lem-prorok-w-peryferyjnym-kraju-rozmowa/?utm_medium=Social&utm_source=Twitter#Echobox=1631522815-2,21,1437349071061196803,,,,pl,,false,,1,,,"<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox</a>","Ostrzegał, że jeśli ludzie zaczną mieć swobodny dostęp do informacji, to informacje fałszywe lub nieistotne zatriumfują nad prawdziwymi i ważnymi https://t.co/by7uiJsftv",https://twitter.com/krytyka/status/1437349071061196803,Mon Mar 23 17:36:30 +0000 2009,26047562,false,"Przepisujemy idee na rzeczywistość. Dla Polski otwartej, zielonej i solidarnej",8169,144952,1344,485,Poland,Krytyka Polityczna 💙💛,krytyka,65309,,http://www.krytykapolityczna.pl,false
,Mon Sep 13 11:21:18 +0000 2021,,https://twitter.com/J_Wlodarczyk/status/1437375833677697033/photo/1,,9,1437375833677697033,,,,pl,"Gdynia, Polska",false,,1,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Stanisław Lem skończyłby dziś 100 lat. Gigant sci-fi, u nas chyba jednak wciąż za mało doceniany. ""Summa technologiae"" pobudziła moje zainteresowanie nauką i tak już zostało. Fun fact: Philip K. Dick uważał Lema za spisek komunistów. Ponoć jeden pisarz nie mógł być aż tak dobry. https://t.co/CF6yqEhgHE",https://twitter.com/J_Wlodarczyk/status/1437375833677697033,Sat Mar 13 10:05:49 +0000 2010,122626035,false,Czasem komentuję politykę | sekretarz pomorskiej #NowaLewica | podcaster,14763,2242,1055,36,Gdańsk,Jędrzej Włodarczyk,J_Wlodarczyk,27606,,,false
,Mon Sep 13 10:22:03 +0000 2021,,,,2,1437360920909557765,Lemingopedia,1437359715382669316,2411331936,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@Lemingopedia Efekt jest taki, że w sklepach nie ma spodni dla chudszych. Jak sporo zrzuciłem to kupno odpowiednich spodni to było jak poszukiwanie św. Graala. Na szczęście przyszedł COVID, znów przyje**łem i normalnie znajduję spodnie dla siebie 😂😂",https://twitter.com/BartekKa78/status/1437360920909557765,Mon Nov 11 10:55:13 +0000 2013,2188156891,false,40+. Mąż. Dwójka dzieci. Pracodawca. Lechia. Morze. Wróg WSZYSTKICH partii. Kiedyś drugi dom we Włoszech.,22839,91,480,3,Gdańsk Brzeźno,Bartek Ka,BartekKa78,8360,,,false
,Mon Sep 13 07:36:45 +0000 2021,,,,3,1437319321815027713,zdzblo07234,1437317116206751746,1284274704,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@zdzblo07234 Szacunek dla pani profesor, bo ze względu na specyficzny język jakim posługiwał się Lem, szczególnie w ""Cyberiadzie"" i ""Bajkach robotów"" to wielkie wyzwanie translatorskie.👋",https://twitter.com/yyaann17/status/1437319321815027713,Wed Feb 26 12:28:20 +0000 2014,2362616659,false,"Seven deadly sins, Seven ways to win, seven holy paths to hell, and your trip begins",357991,8873,4989,42,,Jan K.,yyaann17,179077,,http://page.is/jan-k,false
,Mon Sep 13 12:11:34 +0000 2021,,https://twitter.com/buda_ma/status/1437133121644859393/photo/1,,0,1437388481400131586,,,,pl,,false,,3,1437133121644859393,buda_ma,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Stanisław Lem - 100 rocznica urodzin. https://t.co/QPZiP3MTTB,https://twitter.com/agafiaga/status/1437388481400131586,Mon Oct 03 09:03:06 +0000 2016,782868567666589696,false,human,7735,58,375,0,"Luboń, Polska",Agaphia,agafiaga,1441,,,false
,Mon Sep 13 09:53:04 +0000 2021,,,,0,1437353628956770304,,,,pl,,,,15,1437047940372176897,JozefKasprowicz,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Każdy człowiek ma tylko jedną matkę i nie można jej zmieniać na inną. Dlatego Lwów jest dla mnie niezamienialny (...) Lwów jest częścią mnie, a ja częścią Lwowa. Jestem wrośnięty we Lwów jak drzewo.""

100 lat temu we Lwowie urodził się Stanisław #Lem 

#Kresy https://t.co/q5Ox7oQQ4P",https://twitter.com/Krzysztof__B/status/1437353628956770304,Thu Aug 06 17:09:03 +0000 2015,3405846255,false,"Przeciwnik poprawnosci politycznej, lewactwa, fanatyzmu lgbt, wszelakich skrajnosci i gryzli lempart",655,265,4872,5,"Poznań, Polska",Chris,Krzysztof__B,7310,,,false
,Mon Sep 13 08:54:15 +0000 2021,RokLema,,https://wszystkoconajwazniejsze.pl/marcin-jakubowski-lem-czlowiek-renesansu/,37,1437338825047543811,,,,pl,,false,,10,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Lem interesował się cybernetyką, genetyką i kosmologią (rozważał możliwość istnienia rozpatrywanego dziś na serio „multiversum”). Tak nadużywane dziś określenie „człowiek renesansu” znakomicie pasowało do Lema 

✍️ Marcin JAKUBOWSKI 
@jakmarcin #RokLema 
https://t.co/5I3NDLrgYQ",https://twitter.com/Najwazniejsze/status/1437338825047543811,Tue Dec 24 20:32:47 +0000 2013,2260681322,false,"Magazyn opinii ""Wszystko Co Najwazniejsze"" pod red. prof. Michała Kleibera. Jesteśmy w EMPIKAch, dobrych księgarniach i wysyłkowo➡️: https://t.co/ZMf3sGf7Dc",5457,19685,10404,124,"Warszawa, Polska",Wszystko Co Najważniejsze,Najwazniejsze,32557,,http://www.wszystkoconajwazniejsze.pl,false
,Mon Sep 13 11:20:59 +0000 2021,,,,0,1437375752375255042,,,,pl,,,,14,1437319472310784001,lwowskibaciar,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","13 września 1921 roku urodził się Stanisław Lem. Dla lwowiaków pisarz niezwykle ważny, jego Wysoki Zamek był jedną z pierwszych książek w PRL wspominających Lwów. Nazwa miasta w niej nie padła, ale tytuł mówił wszystko. A wy z jaką książka kojarzycie Lema?

#lwów #lem #roklema https://t.co/oPRYhcFfIB",https://twitter.com/Zbyszeka630422/status/1437375752375255042,Mon Sep 17 19:35:43 +0000 2012,829671426,false,"Znam się na polityce, na informatyce, na gospodarce, na finansach, itp... jak każdy Polak.",256453,2480,2787,34,Polska,Zbyszek Abramowicz,Zbyszeka630422,268473,,,false
